size,totalTime,partitionTime,distributionTime,stepTime,collectingRemoteTime,detectionTime,exchangingCommunitiesTime,collectingMissingTime,coarsenTime,foundCommunities,fileName,totalNodes,totalEdges
1,1.71895,0.0114233,0.000914097,1.70308,0.932264,0.720936,0.000995159,0.00540185,0.0323424,34,p2p-Gnutella09.txt,8114,26013
1,1.66165,0.0109906,0.000695229,1.64745,0.900848,0.697507,0.00096035,0.00533485,0.0319774,31,p2p-Gnutella09.txt,8114,26013
2,0.672524,0.00953126,0.00171995,0.660082,0.43629,0.178573,0.00767636,0.0127125,0.0162442,38,p2p-Gnutella09.txt,8114,26013
2,0.671777,0.00985932,0.00162482,0.659003,0.433169,0.18116,0.00691152,0.0129411,0.0162265,35,p2p-Gnutella09.txt,8114,26013
2,0.666932,0.0097158,0.00169015,0.653818,0.431064,0.179091,0.00648332,0.0126348,0.0160193,31,p2p-Gnutella09.txt,8114,26013
2,0.674123,0.00972104,0.00163651,0.66152,0.434073,0.180438,0.00751543,0.0141811,0.0164313,32,p2p-Gnutella09.txt,8114,26013
2,0.66895,0.013016,0.00173593,0.650418,0.428112,0.178359,0.00616145,0.0128951,0.016094,31,p2p-Gnutella09.txt,8114,26013
4,0.288386,0.0095346,0.00179887,0.276186,0.187966,0.0457101,0.0083487,0.0176773,0.00857401,34,p2p-Gnutella09.txt,8114,26013
4,0.295923,0.0102251,0.00165844,0.283163,0.193793,0.0457029,0.00865459,0.0187924,0.00836301,28,p2p-Gnutella09.txt,8114,26013
4,0.292315,0.0122998,0.00174356,0.276021,0.186852,0.0455818,0.00886106,0.0185659,0.00838304,29,p2p-Gnutella09.txt,8114,26013
4,0.29065,0.0131042,0.00181413,0.273775,0.185127,0.048351,0.00729227,0.015789,0.00887704,34,p2p-Gnutella09.txt,8114,26013
4,0.293002,0.0108788,0.00174904,0.278557,0.187822,0.0476618,0.00807953,0.0177915,0.00888562,39,p2p-Gnutella09.txt,8114,26013
8,0.172323,0.0102258,0.00217199,0.159302,0.101624,0.0121887,0.013164,0.0199161,0.00468349,32,p2p-Gnutella09.txt,8114,26013
8,0.167532,0.0102499,0.00211835,0.154556,0.0981395,0.0124483,0.0124953,0.0189984,0.00468397,31,p2p-Gnutella09.txt,8114,26013
8,0.174479,0.0115557,0.00204706,0.158846,0.101435,0.0116732,0.0138714,0.0201366,0.00439429,28,p2p-Gnutella09.txt,8114,26013
8,0.170724,0.0104554,0.00222802,0.157265,0.10038,0.0125453,0.0121655,0.0192375,0.00485635,36,p2p-Gnutella09.txt,8114,26013
8,0.168359,0.00962353,0.0020802,0.156033,0.0996683,0.0117829,0.0129313,0.0199249,0.00441718,30,p2p-Gnutella09.txt,8114,26013
