size,totalTime,partitionTime,distributionTime,stepTime,collectingRemoteTime,detectionTime,exchangingCommunitiesTime,collectingMissingTime,coarsenTime,foundCommunities,fileName,totalNodes,totalEdges
16,0.147455,0.0111203,0.00299668,0.132379,0.0717661,0.00360727,0.0234613,0.0232112,0.00252604,29,p2p-Gnutella09.txt,8114,26013
16,0.144896,0.010273,0.00292087,0.130721,0.0705888,0.00332284,0.0235333,0.0237975,0.00236154,28,p2p-Gnutella09.txt,8114,26013
16,0.146351,0.0110269,0.00294161,0.131915,0.0704296,0.00348353,0.023838,0.0237927,0.00249004,24,p2p-Gnutella09.txt,8114,26013
16,0.140768,0.010468,0.00298405,0.126657,0.0679116,0.00358295,0.0224187,0.0224271,0.00256181,23,p2p-Gnutella09.txt,8114,26013
16,0.141347,0.0119345,0.00290537,0.125313,0.0674245,0.00358605,0.0218489,0.022336,0.00250983,25,p2p-Gnutella09.txt,8114,26013
32,0.168259,0.0106468,0.00470519,0.151981,0.0669072,0.00128102,0.0425634,0.0323305,0.00133181,32,p2p-Gnutella09.txt,8114,26013
32,0.164121,0.0107324,0.00466084,0.147648,0.0644851,0.00125718,0.041111,0.0319111,0.00134873,27,p2p-Gnutella09.txt,8114,26013
32,0.167632,0.010474,0.00460553,0.151663,0.0664222,0.00124145,0.0424261,0.0327477,0.00135016,29,p2p-Gnutella09.txt,8114,26013
32,0.170495,0.0106475,0.00465298,0.15433,0.0674388,0.0012815,0.0431025,0.0334704,0.00137377,30,p2p-Gnutella09.txt,8114,26013
32,0.171698,0.0105648,0.00463223,0.155404,0.0686889,0.00140214,0.0430005,0.0330949,0.00149226,33,p2p-Gnutella09.txt,8114,26013
64,0.296243,0.0131984,0.00844264,0.273976,0.105402,0.000637293,0.0886786,0.069838,0.000885248,27,p2p-Gnutella09.txt,8114,26013
64,0.258456,0.0117378,0.00830531,0.23769,0.0833681,0.000596762,0.0871921,0.0575504,0.000851154,25,p2p-Gnutella09.txt,8114,26013
64,0.268192,0.0120962,0.00824904,0.246732,0.0865788,0.000664234,0.091779,0.0581975,0.000905752,29,p2p-Gnutella09.txt,8114,26013
64,0.278706,0.0126929,0.00827217,0.25605,0.0935826,0.000618696,0.0945442,0.05773,0.000912905,25,p2p-Gnutella09.txt,8114,26013
64,0.265134,0.0123959,0.00842428,0.243665,0.0855105,0.000709295,0.0895598,0.0583129,0.000940561,26,p2p-Gnutella09.txt,8114,26013
1,16.2876,0.0218318,0.00179625,16.2556,8.94317,6.9752,0.000970125,0.0158446,0.286036,67,p2p-Gnutella25.txt,22687,54705
1,16.7036,0.0211153,0.0018425,16.6751,9.11527,7.22095,0.00103879,0.0158644,0.287303,70,p2p-Gnutella25.txt,22687,54705
1,16.6139,0.0208757,0.00159526,16.5861,9.10957,7.13155,0.0016973,0.0176003,0.289172,59,p2p-Gnutella25.txt,22687,54705
2,5.21579,0.0209594,0.00279713,5.18846,3.28182,1.67337,0.0188284,0.0372877,0.146758,70,p2p-Gnutella25.txt,22687,54705
2,5.23607,0.0206516,0.00272799,5.20959,3.29849,1.68964,0.006428,0.0368612,0.147395,63,p2p-Gnutella25.txt,22687,54705
2,5.23328,0.0214736,0.00286269,5.20538,3.30569,1.67057,0.0148902,0.0361245,0.14715,63,p2p-Gnutella25.txt,22687,54705
2,5.23337,0.0210509,0.00288677,5.20571,3.28893,1.67199,0.0307038,0.0365717,0.146816,63,p2p-Gnutella25.txt,22687,54705
2,5.23966,0.0210383,0.00292373,5.21256,3.30793,1.68308,0.00692344,0.0366678,0.14736,77,p2p-Gnutella25.txt,22687,54705
4,1.74989,0.0228505,0.00267482,1.72128,1.12828,0.429068,0.0103393,0.050945,0.0748982,61,p2p-Gnutella25.txt,22687,54705
4,1.77173,0.0203679,0.00256038,1.7468,1.15447,0.425738,0.0127883,0.0512664,0.0749125,58,p2p-Gnutella25.txt,22687,54705
4,1.75869,0.0209816,0.00271368,1.733,1.14032,0.423721,0.0148776,0.051688,0.0748925,55,p2p-Gnutella25.txt,22687,54705
4,1.76333,0.0209792,0.0029633,1.73731,1.14191,0.421747,0.0178068,0.0527239,0.0753369,63,p2p-Gnutella25.txt,22687,54705
4,1.77113,0.0219121,0.00269651,1.74418,1.14881,0.421548,0.0185499,0.0524211,0.0750177,53,p2p-Gnutella25.txt,22687,54705
8,0.696858,0.0216684,0.00311494,0.670703,0.432817,0.109769,0.0143764,0.0467222,0.0397432,49,p2p-Gnutella25.txt,22687,54705
8,0.703047,0.0215566,0.003088,0.677035,0.438512,0.110571,0.0157552,0.0453899,0.0395098,54,p2p-Gnutella25.txt,22687,54705
8,0.713407,0.0216269,0.00304699,0.687387,0.446207,0.11083,0.0158606,0.046283,0.0399578,49,p2p-Gnutella25.txt,22687,54705
8,0.707769,0.0217431,0.00321388,0.681512,0.441936,0.11112,0.014544,0.0467658,0.0397785,54,p2p-Gnutella25.txt,22687,54705
8,0.700988,0.021574,0.00318313,0.674932,0.43646,0.111723,0.0132394,0.0465369,0.0395167,53,p2p-Gnutella25.txt,22687,54705
16,0.374418,0.0224419,0.00398827,0.346995,0.208527,0.0296142,0.0190039,0.0390804,0.0218303,50,p2p-Gnutella25.txt,22687,54705
16,0.379936,0.0235043,0.00395393,0.350052,0.211094,0.0296454,0.0196009,0.0395908,0.0217755,52,p2p-Gnutella25.txt,22687,54705
16,0.382247,0.0232186,0.00400591,0.353032,0.214692,0.0292437,0.0203729,0.0399296,0.0212014,47,p2p-Gnutella25.txt,22687,54705
16,0.383033,0.0236702,0.0040257,0.352673,0.214921,0.0286639,0.0202615,0.0405123,0.0209801,48,p2p-Gnutella25.txt,22687,54705
16,0.382779,0.022017,0.00405025,0.355354,0.216142,0.028657,0.021019,0.0412898,0.020906,47,p2p-Gnutella25.txt,22687,54705
32,0.286192,0.0226259,0.00610375,0.25591,0.128483,0.00769925,0.0377123,0.0414805,0.0115497,40,p2p-Gnutella25.txt,22687,54705
32,0.284873,0.0222919,0.00626636,0.255468,0.130769,0.00762892,0.0366414,0.0408783,0.0112901,46,p2p-Gnutella25.txt,22687,54705
32,0.285152,0.0226467,0.00630093,0.255359,0.130796,0.00767851,0.0367959,0.04054,0.0113847,46,p2p-Gnutella25.txt,22687,54705
32,0.288675,0.0222404,0.00597978,0.259488,0.133275,0.00772119,0.0371225,0.0407112,0.0115471,52,p2p-Gnutella25.txt,22687,54705
32,0.290483,0.023035,0.00625706,0.259968,0.130391,0.00807548,0.0365012,0.0406728,0.0123875,53,p2p-Gnutella25.txt,22687,54705
64,0.337687,0.0264351,0.010299,0.297335,0.120197,0.00249386,0.0758333,0.0607808,0.00673366,44,p2p-Gnutella25.txt,22687,54705
64,0.337013,0.0251777,0.0104206,0.298139,0.120541,0.00272512,0.07288,0.0610354,0.00713658,46,p2p-Gnutella25.txt,22687,54705
64,0.332399,0.024718,0.0125732,0.294172,0.118454,0.00261354,0.0721381,0.0607004,0.00695086,44,p2p-Gnutella25.txt,22687,54705
64,0.342086,0.0277908,0.0146747,0.297913,0.120065,0.0028069,0.0724661,0.060951,0.00734186,48,p2p-Gnutella25.txt,22687,54705
64,0.332259,0.0278182,0.0104959,0.292888,0.117144,0.00276113,0.070981,0.0598431,0.00738835,40,p2p-Gnutella25.txt,22687,54705
1,52.9693,0.03636,0.00277114,52.9215,28.2277,23.8363,0.0022378,0.0317743,0.757133,68,p2p-Gnutella30.txt,36682,88328
1,52.7969,0.0349953,0.0022769,52.7458,28.0793,23.802,0.00215364,0.0321841,0.764002,81,p2p-Gnutella30.txt,36682,88328
1,54.4233,0.0339899,0.00264573,54.3774,29.6562,23.855,0.00289154,0.0310087,0.760463,74,p2p-Gnutella30.txt,36682,88328
2,14.187,0.0365944,0.00420475,14.136,8.95873,4.57532,0.101628,0.0638912,0.382052,80,p2p-Gnutella30.txt,36682,88328
2,14.4172,0.0338717,0.00382209,14.374,9.14418,4.69307,0.0277286,0.0688994,0.38485,73,p2p-Gnutella30.txt,36682,88328
2,14.1196,0.034807,0.00397611,14.076,8.89084,4.63469,0.0481522,0.0644722,0.382769,80,p2p-Gnutella30.txt,36682,88328
2,14.2836,0.0336974,0.00389695,14.2405,9.08142,4.64072,0.00868392,0.0688906,0.385323,80,p2p-Gnutella30.txt,36682,88328
2,14.063,0.033534,0.00401998,14.0203,8.87864,4.59769,0.0357025,0.0675988,0.38542,82,p2p-Gnutella30.txt,36682,88328
4,4.37784,0.0355549,0.00355935,4.30209,2.81321,1.13258,0.0207307,0.0895054,0.194354,69,p2p-Gnutella30.txt,36682,88328
4,4.31037,0.0336287,0.00351191,4.26954,2.77746,1.14209,0.0155711,0.0900397,0.194654,70,p2p-Gnutella30.txt,36682,88328
4,4.32866,0.0328333,0.00344586,4.28912,2.80161,1.12429,0.0287051,0.0892527,0.194336,68,p2p-Gnutella30.txt,36682,88328
4,4.34851,0.0331442,0.00336218,4.30859,2.79431,1.13885,0.0414166,0.0903728,0.194179,70,p2p-Gnutella30.txt,36682,88328
4,4.39322,0.0335581,0.00337601,4.35151,2.85335,1.13541,0.0241325,0.0939734,0.195044,64,p2p-Gnutella30.txt,36682,88328
8,1.56511,0.0331423,0.00375795,1.52528,0.989029,0.288548,0.028559,0.0732627,0.098604,59,p2p-Gnutella30.txt,36682,88328
8,1.51351,0.0342057,0.00387049,1.4734,0.949307,0.288835,0.0151494,0.0707757,0.100946,59,p2p-Gnutella30.txt,36682,88328
8,1.51092,0.0333714,0.00376344,1.47165,0.946814,0.28435,0.0213985,0.0731747,0.0987678,59,p2p-Gnutella30.txt,36682,88328
8,1.54995,0.036164,0.0039618,1.50697,0.966982,0.294291,0.0183945,0.0749259,0.103264,60,p2p-Gnutella30.txt,36682,88328
8,1.52973,0.0354264,0.00382185,1.48809,0.960746,0.284998,0.0227997,0.0722814,0.0989037,64,p2p-Gnutella30.txt,36682,88328
16,0.707394,0.0346425,0.00483561,0.666487,0.407221,0.0770288,0.0200148,0.0599582,0.053467,52,p2p-Gnutella30.txt,36682,88328
16,0.712289,0.0358236,0.00499487,0.670005,0.407569,0.0782585,0.0179975,0.0597725,0.0551097,49,p2p-Gnutella30.txt,36682,88328
16,0.711441,0.0351129,0.00483155,0.670079,0.409494,0.0769079,0.0197682,0.0597174,0.0540085,52,p2p-Gnutella30.txt,36682,88328
16,0.717475,0.0361536,0.0050652,0.674741,0.407888,0.0798225,0.0176852,0.0598938,0.0564232,57,p2p-Gnutella30.txt,36682,88328
16,0.711618,0.0358191,0.00495434,0.668724,0.409687,0.0764828,0.0201018,0.0595772,0.0533242,59,p2p-Gnutella30.txt,36682,88328
32,0.433918,0.0364869,0.00744104,0.38799,0.206249,0.0198812,0.0302825,0.0498393,0.0289853,46,p2p-Gnutella30.txt,36682,88328
32,0.434721,0.0366123,0.00721836,0.389389,0.2062,0.0199237,0.0297794,0.0503376,0.0291657,51,p2p-Gnutella30.txt,36682,88328
32,0.433961,0.0366595,0.00765061,0.388443,0.202983,0.0199244,0.0304432,0.0498209,0.0295961,53,p2p-Gnutella30.txt,36682,88328
32,0.433675,0.0365152,0.00757718,0.388292,0.205226,0.0199113,0.0304945,0.0500944,0.0293074,50,p2p-Gnutella30.txt,36682,88328
32,0.452208,0.0396683,0.00763702,0.4036,0.208552,0.021764,0.0287731,0.0505531,0.0325425,56,p2p-Gnutella30.txt,36682,88328
64,0.411231,0.0399992,0.0118651,0.358145,0.152465,0.00562716,0.0617039,0.0644014,0.0158515,50,p2p-Gnutella30.txt,36682,88328
64,0.422764,0.0472765,0.012459,0.360726,0.151029,0.00613594,0.0596747,0.0594301,0.0178378,52,p2p-Gnutella30.txt,36682,88328
64,0.412663,0.0445812,0.012219,0.354616,0.147964,0.00608301,0.0577381,0.0584238,0.0177665,48,p2p-Gnutella30.txt,36682,88328
64,0.417288,0.0402641,0.0134137,0.362011,0.156364,0.00588799,0.0562329,0.0656028,0.0169058,49,p2p-Gnutella30.txt,36682,88328
64,0.416429,0.0414517,0.0129342,0.360694,0.148467,0.0060873,0.0596757,0.0614772,0.0181639,43,p2p-Gnutella30.txt,36682,88328
1,179.795,0.122432,0.00447035,179.642,95.8009,81.5475,0.00314307,0.0519841,2.12184,71,p2p-Gnutella31.txt,62586,147892
1,177.953,0.0576162,0.0044291,177.876,95.0642,80.5105,0.00284672,0.0516691,2.13183,70,p2p-Gnutella31.txt,62586,147892
1,177.933,0.0571067,0.00445414,177.856,95.1526,80.4238,0.00270104,0.0519264,2.11311,67,p2p-Gnutella31.txt,62586,147892
2,48.8232,0.0585623,0.00613356,48.7391,31.4149,15.7773,0.256098,0.113677,1.08034,85,p2p-Gnutella31.txt,62586,147892
2,56.2725,0.0567558,0.00610518,56.2003,31.5872,15.9419,7.3703,0.122126,1.0798,82,p2p-Gnutella31.txt,62586,147892
2,48.4278,0.0606062,0.00630784,48.3501,31.0759,15.7223,0.258553,0.117892,1.07996,88,p2p-Gnutella31.txt,62586,147892
2,49.0391,0.0569739,0.00611067,48.9667,31.6062,15.5056,0.555263,0.121278,1.0821,91,p2p-Gnutella31.txt,62586,147892
2,49.5906,0.0567682,0.00599623,49.5186,32.1023,15.6887,0.418399,0.122416,1.08527,82,p2p-Gnutella31.txt,62586,147892
4,12.1616,0.0564404,0.00546646,12.093,7.85866,3.41443,0.0146646,0.168726,0.546323,88,p2p-Gnutella31.txt,62586,147892
4,13.8937,0.0553393,0.00537419,13.8272,7.89194,5.10019,0.0383129,0.162055,0.546694,75,p2p-Gnutella31.txt,62586,147892
4,11.9992,0.056113,0.0054965,11.9322,7.73453,3.31413,0.0845418,0.163194,0.544417,79,p2p-Gnutella31.txt,62586,147892
4,12.2196,0.0570214,0.00550771,12.1512,7.90365,3.36756,0.0840349,0.160415,0.545635,79,p2p-Gnutella31.txt,62586,147892
4,12.2946,0.0564847,0.00547338,12.2272,8.01779,3.37492,0.0375273,0.160933,0.545769,74,p2p-Gnutella31.txt,62586,147892
8,3.82187,0.0590408,0.00571561,3.75282,2.39854,0.833382,0.0216928,0.130379,0.278456,73,p2p-Gnutella31.txt,62586,147892
8,3.86041,0.0551903,0.00556827,3.79638,2.43073,0.83849,0.0275936,0.132963,0.278207,81,p2p-Gnutella31.txt,62586,147892
8,3.91615,0.0586619,0.00579143,3.84831,2.47338,0.838707,0.032023,0.134909,0.279545,81,p2p-Gnutella31.txt,62586,147892
8,3.87575,0.0556314,0.00561929,3.8085,2.43494,0.837832,0.0351629,0.13156,0.279851,79,p2p-Gnutella31.txt,62586,147892
8,3.89138,0.0585055,0.00582623,3.82363,2.44887,0.839382,0.0321841,0.134271,0.279317,80,p2p-Gnutella31.txt,62586,147892
16,1.59202,0.0620441,0.00691867,1.51964,0.914572,0.22941,0.0217946,0.0999734,0.155596,72,p2p-Gnutella31.txt,62586,147892
16,1.61056,0.0648956,0.00685573,1.53581,0.931777,0.22706,0.0259492,0.102386,0.152213,76,p2p-Gnutella31.txt,62586,147892
16,1.57632,0.0601811,0.00675058,1.50708,0.907251,0.228065,0.0222721,0.0998592,0.154126,71,p2p-Gnutella31.txt,62586,147892
16,1.58914,0.0614908,0.00696158,1.51835,0.915188,0.229674,0.021378,0.0995831,0.155765,69,p2p-Gnutella31.txt,62586,147892
16,1.56701,0.0612662,0.00700855,1.49621,0.895235,0.225931,0.0245266,0.0994446,0.152086,72,p2p-Gnutella31.txt,62586,147892
32,0.839531,0.0611694,0.00929689,0.767171,0.4043,0.0580461,0.036695,0.0842009,0.0811362,66,p2p-Gnutella31.txt,62586,147892
32,0.831266,0.06598,0.00940681,0.753856,0.402367,0.0582659,0.0352104,0.0807672,0.0803339,70,p2p-Gnutella31.txt,62586,147892
32,0.829032,0.0647557,0.00952578,0.752774,0.394723,0.0588279,0.0336869,0.0796208,0.0810087,67,p2p-Gnutella31.txt,62586,147892
32,0.81817,0.0608289,0.00916672,0.746402,0.395844,0.0583198,0.0309422,0.0773826,0.0809703,72,p2p-Gnutella31.txt,62586,147892
32,0.817952,0.0622911,0.00962782,0.743445,0.390083,0.0580187,0.0324349,0.0794151,0.0808771,65,p2p-Gnutella31.txt,62586,147892
64,0.648751,0.0745692,0.0150394,0.556975,0.233746,0.0168192,0.0555725,0.0795438,0.0479679,62,p2p-Gnutella31.txt,62586,147892
64,0.651523,0.0743437,0.0142531,0.559087,0.235798,0.0169282,0.0553801,0.0785758,0.0481908,61,p2p-Gnutella31.txt,62586,147892
64,0.645266,0.0672109,0.0138876,0.56243,0.243305,0.0164118,0.057097,0.0812819,0.0466838,70,p2p-Gnutella31.txt,62586,147892
64,0.651522,0.0697463,0.0142736,0.565571,0.240379,0.0170021,0.0528376,0.0813339,0.0484984,68,p2p-Gnutella31.txt,62586,147892
64,0.661351,0.0732789,0.0142407,0.57183,0.24582,0.0168459,0.0543499,0.0826528,0.0483024,64,p2p-Gnutella31.txt,62586,147892
1,302.518,0.4434,0.00830531,302.016,198.575,100.485,0.0225081,0.28275,2.15273,177,Slashdot0902.txt,82168,948464
1,277.499,0.347442,0.00829673,277.056,181.431,93.6272,0.0149803,0.181077,1.47635,137,Slashdot0902.txt,82168,948464
1,284.678,0.344174,0.00841713,284.276,186.204,95.778,0.0169048,0.211359,1.68866,177,Slashdot0902.txt,82168,948464
2,134.286,0.345489,0.0123963,133.899,112.727,19.9599,0.0918059,0.418194,0.531252,138,Slashdot0902.txt,82168,948464
2,128.792,0.381704,0.0122969,128.368,107.788,19.6914,0.0377026,0.303349,0.426112,105,Slashdot0902.txt,82168,948464
2,130.826,0.343357,0.0136044,130.437,109.725,19.7543,0.0753577,0.288386,0.464652,140,Slashdot0902.txt,82168,948464
2,130.59,0.345877,0.0124247,130.202,109.256,19.9394,0.05352,0.343277,0.470352,121,Slashdot0902.txt,82168,948464
2,132.282,0.343378,0.0124562,131.897,110.298,20.2769,0.0880721,0.491441,0.550104,127,Slashdot0902.txt,82168,948464
4,35.1104,0.342604,0.0146775,34.7343,30.3391,3.6292,0.250168,0.242027,0.191744,147,Slashdot0902.txt,82168,948464
4,36.4874,0.343003,0.0146275,36.1139,31.7794,3.54487,0.277561,0.239088,0.190326,155,Slashdot0902.txt,82168,948464
4,34.7939,0.34612,0.0146422,34.4147,30.0966,3.52598,0.265224,0.248582,0.193635,148,Slashdot0902.txt,82168,948464
4,35.7205,0.345824,0.0148129,35.3443,31.0456,3.66781,0.0866535,0.257843,0.200453,150,Slashdot0902.txt,82168,948464
4,34.8975,0.34195,0.014478,34.5205,30.2162,3.39588,0.353498,0.268442,0.199856,147,Slashdot0902.txt,82168,948464
8,9.28321,0.35811,0.0142314,8.89648,7.71274,0.852254,0.0278063,0.140391,0.0940366,156,Slashdot0902.txt,82168,948464
8,9.3204,0.356598,0.0143843,8.94084,7.75139,0.835764,0.0495956,0.145925,0.0911205,158,Slashdot0902.txt,82168,948464
8,10.0643,0.363398,0.0147705,9.67715,8.45202,0.863309,0.0349991,0.15948,0.0954051,155,Slashdot0902.txt,82168,948464
8,9.48489,0.346853,0.0146148,9.11229,7.8911,0.841967,0.0622942,0.156806,0.0910919,150,Slashdot0902.txt,82168,948464
8,9.52265,0.358883,0.0141079,9.14007,7.90972,0.844025,0.0716157,0.150971,0.095238,164,Slashdot0902.txt,82168,948464
16,3.63848,0.365796,0.0152442,3.2515,2.73768,0.22885,0.0462227,0.122839,0.0484574,151,Slashdot0902.txt,82168,948464
16,3.63384,0.372262,0.0152073,3.24104,2.72236,0.232249,0.0452042,0.12397,0.0489593,154,Slashdot0902.txt,82168,948464
16,3.64999,0.372286,0.0156622,3.25635,2.74223,0.227544,0.0459843,0.123872,0.0493364,151,Slashdot0902.txt,82168,948464
16,3.64932,0.369757,0.0153203,3.25851,2.73815,0.234303,0.043273,0.122066,0.0515134,153,Slashdot0902.txt,82168,948464
16,3.669,0.368053,0.0143747,3.28093,2.75647,0.231542,0.0462842,0.125391,0.0516047,160,Slashdot0902.txt,82168,948464
32,1.87453,0.373327,0.0174789,1.47998,1.11771,0.0637748,0.0838549,0.122488,0.0258174,147,Slashdot0902.txt,82168,948464
32,1.96618,0.39469,0.0169265,1.55062,1.17755,0.0639873,0.0882697,0.126225,0.0261734,146,Slashdot0902.txt,82168,948464
32,1.92682,0.373378,0.015975,1.53356,1.15493,0.0645783,0.0891738,0.130882,0.0266376,142,Slashdot0902.txt,82168,948464
32,1.90995,0.376183,0.0167406,1.51074,1.13584,0.064656,0.0810978,0.125663,0.0282815,154,Slashdot0902.txt,82168,948464
32,1.89478,0.372588,0.0171523,1.50136,1.14405,0.0634334,0.0822539,0.119303,0.0260382,150,Slashdot0902.txt,82168,948464
64,1.68723,0.428472,0.0251808,1.23093,0.769434,0.021405,0.172692,0.174665,0.0166125,146,Slashdot0902.txt,82168,948464
64,1.71682,0.411612,0.0253062,1.27738,0.79767,0.0217953,0.180995,0.185068,0.0170548,158,Slashdot0902.txt,82168,948464
64,1.65691,0.422752,0.025882,1.20571,0.757002,0.0207565,0.170861,0.168242,0.0151045,150,Slashdot0902.txt,82168,948464
64,1.7198,0.457234,0.0267756,1.23151,0.767909,0.0214577,0.174196,0.176675,0.016223,157,Slashdot0902.txt,82168,948464
64,1.6977,0.427109,0.0269532,1.24094,0.7826,0.0215824,0.17148,0.173311,0.0164182,150,Slashdot0902.txt,82168,948464
